src,slot,label,events,users,dsts,newUsers,newDsts,newUserRatio,newDstRatio,newEdgeRatio,failRatio,rhythm,historySize,knownUsers,userSrcNewRatio,tripleNewCount,tripleNewRatio,minUserScope,movedUserCount,freshUserCount
C3977,192,0,16,3,5,0,0,0,0,0,0,1.8429,2771,4,0,0,0,1,0,0
C5222,192,0,8,1,1,0,0,0,0,0,0,1.0379,2704,3,0,0,0,1,0,0
C9053,192,0,44,2,10,0,0,0,0,0,0,2.6833,6618,4,0,0,0,1,0,0
C17703,192,0,17,4,5,0,0,0,0,0,0,1.6207,3227,5,0,0,0,1,0,0
C19050,192,0,24,3,10,0,0,0,0,0,0,1.7327,2093,4,0,0,0,1,0,0
C5582,192,0,13,2,3,0,0,0,0,0,0,1.2564,6763,4,0,0,0,3,0,0
C17320,192,0,19,4,4,0,0,0,0,0,0,2.0193,3558,7,0,0,0,1,0,0
C10267,192,0,31,5,5,0,0,0,0,0,0,2.3949,4824,8,0,0,0,1,0,0
C15515,192,0,1,1,1,0,0,0,0,0,0,0,408,5,0,0,0,4,0,0
C15624,192,0,33,3,4,0,0,0,0,0,0,1.7740,6445,5,0,0,0,9,0,0
C301,192,0,26,2,4,0,0,0,0,0,0,1.8129,4538,3,0,0,0,3,0,0
C4777,192,0,22,1,9,0,0,0,0,0,0,2.1779,6716,9,0,0,0,2,0,0
C5218,192,0,22,5,5,0,0,0,0,0,0,1.8943,3498,5,0,0,0,1,0,0
C5229,192,0,19,3,5,0,0,0,0,0,0,1.8160,2992,4,0,0,0,1,0,0
C6551,192,0,27,2,6,0,0,0,0,0,0,1.6051,5598,5,0,0,0,3,0,0
C1898,192,0,34,3,9,0,0,0,0,0,0,4.7950,5968,4,0,0,0,3,0,0
C19997,192,0,8,1,1,0,0,0,0,0,0,1.0356,1257,8,0,0,0,1,0,0
C3959,192,0,24,4,6,0,0,0,0,0,0,2.1291,3314,5,0,0,0,1,0,0
C642,192,0,8,1,1,0,0,0,0,0,0,1.0356,2492,1,0,0,0,2,0,0
C6915,192,0,10,2,1,0,0,0,0,0,0,1.1263,2523,8,0,0,0,1,0,0
C8951,192,0,4,3,1,0,0,0,0,0,0,1.2617,871,10,0,0,0,9,0,0
C9941,192,0,32,3,9,0,0,0,0,0,0,1.1278,5392,4,0,0,0,3,0,0
C18704,192,0,8,1,1,0,0,0,0,0,0,1.0462,2181,7,0,0,0,2,0,0
C1437,192,0,20,2,5,0,0,0,0,0,0,1.7615,5113,2,0,0,0,1,0,0
C3752,192,0,14,1,4,0,0,0,0,0,0,1.4998,2943,8,0,0,0,1,0,0
C5194,192,0,8,1,1,0,0,0,0,0,0,1.0741,2654,4,0,0,0,1,0,0
C6069,192,0,27,4,4,0,0,0,0,0,0,1.9135,4622,9,0,0,0,1,0,0
C20285,192,0,8,1,1,0,0,0,0,0,0,1.0478,915,4,0,0,0,3,0,0
C6839,192,0,14,2,2,0,0,0,0,0,0,1.5407,3927,9,0,0,0,1,0,0
C3697,192,0,19,1,4,0,0,0,0,0,0,2.0827,7576,3,0,0,0,3,0,0
C11143,192,0,30,2,4,0,0,0,0,0,0,1.8598,3793,4,0,0,0,3,0,0
C10001,192,0,19,4,4,0,0,0,0,0,0,1.8381,4033,6,0,0,0,1,0,0
C1466,192,0,16,1,5,0,0,0,0,0,0,1.7813,2595,2,0,0,0,3,0,0
C2162,192,0,10,1,2,0,0,0,0,0,0,1.2760,4391,72,0,0,0,125,0,0
C4122,192,0,19,3,4,0,0,0,0,0,0,1.6732,2657,3,0,0,0,1,0,0
C10554,192,0,21,3,4,0,0,0,0,0,0,2.0153,3249,6,0,0,0,1,0,0
C19843,192,0,24,4,3,0,0,0,0,0,0,2.3582,1458,5,0,0,0,1,0,0
C3070,192,0,30,1,10,0,0,0,0,0,0,2.5538,7935,28,0,0,0,12,0,0
C6104,192,0,33,4,6,0,0,0,0,0,0,2.4058,4995,6,0,0,0,1,0,0
C20091,192,0,21,2,3,0,0,0,0,0,0,1.4725,1323,6,0,0,0,4,0,0
C4541,192,0,23,5,5,0,0,0,0,0,0,1.9685,4387,7,0,0,0,1,0,0
C12102,192,0,29,5,5,0,0,0,0,0,0,2.4254,4057,8,0,0,0,1,0,0
C18949,192,0,21,5,4,1,0,0.2000,0,0.0476,0.0476,1.8324,1938,5,0.0476,0,0,1,1,0
C4208,192,0,13,1,4,0,0,0,0,0,0,1.4727,2270,5,0,0,0,1,0,0
C7650,192,0,8,2,2,0,0,0,0,0,0,0.9970,3791,6,0,0,0,1,0,0
C2725,192,0,15,1,3,0,0,0,0,0,0,1.5496,2164,4,0,0,0,3,0,0
C5172,192,0,8,1,1,0,0,0,0,0,0,1.0977,2852,7,0,0,0,1,0,0
C9336,192,0,39,3,4,0,0,0,0,0,0,2.5325,4405,5,0,0,0,3,0,0
C15860,192,0,23,3,3,0,0,0,0,0,0,2.1884,4054,7,0,0,0,1,0,0
C3071,192,0,7,1,2,0,0,0,0,0,0,0.9268,3324,1,0,0,0,2,0,0
C18874,192,0,14,1,4,0,0,0,0,0,0,1.3826,910,4,0,0,0,3,0,0
C19638,192,0,29,2,6,0,0,0,0,0,0,1.9455,1334,4,0,0,0,2,0,0
C3179,192,0,7,1,1,0,0,0,0,0,0,0.9326,2506,5,0,0,0,1,0,0
C5386,192,0,19,2,3,0,0,0,0,0,0,1.8587,2764,4,0,0,0,1,0,0
C1355,192,0,17,1,5,0,0,0,0,0,0,1.8060,3672,9,0,0,0,3,0,0
C21642,192,0,30,2,5,0,0,0,0,0,0,2.2784,267,4,0,0,0,4,0,0
C2471,192,0,6,1,1,0,0,0,0,0,0,0.7785,2225,1,0,0,0,2,0,0
C14915,192,0,15,1,3,0,0,0,0,0,0,1.5563,2275,5,0,0,0,3,0,0
C4056,192,0,21,1,9,0,0,0,0,0,0,2.1364,5080,2,0,0,0,2,0,0
C12298,192,0,26,3,4,0,0,0,0,0,0,1.8500,7558,4,0,0,0,2,0,0
C4233,192,0,20,3,3,0,0,0,0,0,0,1.5039,3638,7,0,0,0,1,0,0
C12069,192,0,36,4,5,0,0,0,0,0,0,2.7613,4072,5,0,0,0,1,0,0
C17546,192,0,8,1,1,0,0,0,0,0,0,1.1139,2487,8,0,0,0,1,0,0
C16391,192,0,20,3,4,0,0,0,0,0,0,1.9217,2726,11,0,0,0,1,0,0
C18702,192,0,21,4,5,0,0,0,0,0,0,1.9932,1683,8,0,0,0,1,0,0
C12659,192,0,16,4,4,0,0,0,0,0,0,1.7627,3577,6,0,0,0,1,0,0
C17058,192,0,12,2,1,0,0,0,0,0,0,1.2099,3316,5,0,0,0,1,0,0
C5090,192,0,15,4,4,0,0,0,0,0,0,1.7275,3805,5,0,0,0,1,0,0
C4716,192,0,16,4,4,0,0,0,0,0,0,1.8071,3471,12,0,0,0,1,0,0
C5334,192,0,17,3,4,0,0,0,0,0,0,1.6522,3760,7,0,0,0,1,0,0
C5283,192,0,8,1,1,0,0,0,0,0,0,1.0606,2325,2,0,0,0,2,0,0
C5294,192,0,10,2,1,0,0,0,0,0,0,1.3762,4565,7,0,0,0,1,0,0
C19114,192,0,33,4,5,0,0,0,0,0,0,2.3765,1513,8,0,0,0,1,0,0
C2271,192,0,12,4,5,0,0,0,0,0,0,1.5634,3576,4,0,0,0,1,0,0
C3832,192,0,19,2,3,0,0,0,0,0,0,1.7717,2367,4,0,0,0,2,0,0
C10179,192,0,25,4,7,0,0,0,0,0,0,1.8617,4473,5,0,0,0,1,0,0
C5107,192,0,11,4,4,0,0,0,0,0,0,1.2922,3349,6,0,0,0,1,0,0
C9610,192,0,19,4,4,0,0,0,0,0,0,1.7080,4060,7,0,0,0,1,0,0
C20532,192,0,20,2,5,0,0,0,0,0,0,1.7293,1320,7,0,0,0,3,0,0
C19284,192,0,7,1,1,0,0,0,0,0,0,0.9275,962,4,0,0,0,1,0,0
C4305,192,0,24,4,4,0,0,0,0,0,0,2.2463,3545,7,0,0,0,1,0,0
C5137,192,0,15,4,4,0,0,0,0,0,0,1.7777,2668,4,0,0,0,1,0,0
C5170,192,0,21,1,7,0,1,0,0.1429,0.1429,0.0476,1.2414,2840,3,0,0,0,5,0,0
C5317,192,0,13,1,4,0,0,0,0,0,0,1.6372,2282,4,0,0,0,2,0,0
C5427,192,0,33,5,4,0,0,0,0,0,0,2.2812,3972,7,0,0,0,1,0,0
C17055,192,0,17,3,4,0,0,0,0,0,0,1.8985,2413,7,0,0,0,1,0,0
C2825,192,0,17,1,4,0,0,0,0,0,0,1.7345,1802,1,0,0,0,1,0,0
C4434,192,0,20,4,3,0,0,0,0,0,0,2.1337,3605,5,0,0,0,1,0,0
C1760,192,0,19,1,9,0,0,0,0,0,0,2.1453,5186,4,0,0,0,2,0,0
C5121,192,0,15,1,4,0,0,0,0,0,0,1.7998,2443,4,0,0,0,2,0,0
C12859,192,0,10,1,1,0,0,0,0,0,0,1.0854,3569,5,0,0,0,2,0,0
C323,192,0,20,2,4,0,0,0,0,0,0,1.7075,4519,2,0,0,0,3,0,0
C10314,192,0,22,4,4,0,0,0,0,0,0,2.0131,3405,5,0,0,0,1,0,0
C12044,192,0,34,4,6,0,0,0,0,0,0,2.3414,4161,9,0,0,0,1,0,0
C16510,192,0,13,3,5,0,0,0,0,0,0,1.4894,3160,6,0,0,0,1,0,0
C20059,192,0,29,4,4,0,0,0,0,0,0,2.1575,1547,7,0,0,0,1,0,0
C2812,192,0,13,1,3,0,0,0,0,0,0,1.4034,3046,5,0,0,0,3,0,0
C8939,192,0,22,5,5,0,0,0,0,0,0,1.7856,4301,7,0,0,0,2,0,0
C20203,192,0,25,2,4,0,0,0,0,0,0,2.2015,987,4,0,0,0,4,0,0
C5261,192,0,11,1,3,0,0,0,0,0,0,1.3814,1450,3,0,0,0,1,0,0
C5277,192,0,8,1,1,0,0,0,0,0,0,1.0546,2824,6,0,0,0,1,0,0
C492,192,0,11,2,2,0,0,0,0,0,0,1.4258,4084,9,0,0,0,18,0,0
C4911,192,0,4,1,1,0,0,0,0,0,0,0.0194,3025,4,0,0,0,1,0,0
C794,192,0,28,2,6,0,0,0,0,0,0,2.1133,3175,2,0,0,0,1,0,0
C18514,192,0,10,2,1,0,0,0,0,0,0,1.1854,2158,11,0,0,0,1,0,0
C2451,192,0,33,4,8,0,0,0,0,0,0,1.9643,5695,6,0,0,0,1,0,0
C1302,192,0,13,1,3,0,0,0,0,0,0,1.6522,2045,6,0,0,0,3,0,0
C5295,192,0,16,3,4,0,0,0,0,0,0,1.7442,3128,5,0,0,0,1,0,0
C818,192,0,8,1,1,0,0,0,0,0,0,1.0174,3458,2,0,0,0,4,0,0
C17843,192,0,22,2,5,0,0,0,0,0,0,1.9622,3002,4,0,0,0,2,0,0
C2697,192,0,29,4,4,0,0,0,0,0,0,2.1582,5399,6,0,0,0,1,0,0
C14564,192,0,20,2,5,0,0,0,0,0,0,1.9346,4306,4,0,0,0,1,0,0
C2468,192,0,18,3,3,0,0,0,0,0,0,1.8518,2832,5,0,0,0,1,0,0
C259,192,0,16,1,6,0,0,0,0,0,0,1.6279,2720,2,0,0,0,3,0,0
C4861,192,0,2,1,1,0,0,0,0,0,0,0,2348,8,0,0,0,1,0,0
C5303,192,0,20,4,4,0,0,0,0,0,0,1.9033,2710,5,0,0,0,1,0,0
C5453,192,0,10,1,1,0,0,0,0,0,0,1.3136,19160,15,0,0,0,5,0,0
C8422,192,0,20,2,4,0,0,0,0,0,0,1.8140,4802,6,0,0,0,2,0,0
C16936,192,0,15,2,4,0,0,0,0,0,0,1.8366,4874,3,0,0,0,5,0,0
C8677,192,0,21,5,5,0,0,0,0,0,0,1.9646,3863,11,0,0,0,1,0,0
C14176,192,0,28,2,6,0,0,0,0,0,0,2.1588,4060,7,0,0,0,3,0,0
C5771,192,0,8,2,3,0,0,0,0,0,0,0.8495,5935,5,0,0,0,1,0,0
C10336,192,0,5,1,1,0,0,0,0,0,0,0.4223,1783,8,0,0,0,1,0,0
C13202,192,0,7,1,1,0,0,0,0,0,0,0.9449,3726,9,0,0,0,1,0,0
C15846,192,0,19,1,3,0,0,0,0,0,0,1.9054,2438,2,0,0,0,1,0,0
C42,192,0,7,1,1,0,0,0,0,0,0,0.9442,2553,5,0,0,0,3,0,0
C5198,192,0,24,4,5,0,0,0,0,0,0,2.2460,3635,4,0,0,0,1,0,0
C8071,192,0,20,3,4,0,0,0,0,0,0,1.9112,5239,9,0,0,0,1,0,0
C636,192,0,16,2,4,0,0,0,0,0,0,1.6527,2377,2,0,0,0,2,0,0
C13462,192,0,16,3,4,0,0,0,0,0,0,1.8583,2892,7,0,0,0,1,0,0
C16888,192,0,5,1,1,0,0,0,0,0,0,0.5731,2851,6,0,0,0,1,0,0
C17558,192,0,7,1,3,0,0,0,0,0,0,0.8466,2632,4,0,0,0,3,0,0
C21006,192,0,6,1,1,0,0,0,0,0,0,0.7640,1005,4,0,0,0,3,0,0
C5290,192,0,12,3,3,0,0,0,0,0,0,1.2758,3496,5,0,0,0,1,0,0
C8827,192,0,29,2,4,0,0,0,0,0,0,2.0006,10256,4,0,0,0,3,0,0
C11583,192,0,27,2,6,0,0,0,0,0,0,3.9008,4170,4,0,0,0,2,0,0
C384,192,0,18,1,3,0,0,0,0,0,0,1.8482,3793,3,0,0,0,3,0,0
C11812,192,0,18,5,4,0,0,0,0,0,0,1.8922,4965,8,0,0,0,1,0,0
C12850,192,0,29,5,5,0,0,0,0,0,0,1.6489,5464,5,0,0,0,1,0,0
C17674,192,0,17,5,5,0,0,0,0,0,0,1.5415,3056,5,0,0,0,1,0,0
C755,192,0,9,1,2,0,0,0,0,0,0,1.1859,2779,1,0,0,0,2,0,0
C5618,192,0,45,2,3,0,0,0,0,0,0,3.0187,2604,12,0,0,0,39,0,0
C5188,192,0,9,1,1,0,0,0,0,0,0,1.1776,2661,4,0,0,0,1,0,0
C17827,192,0,29,4,4,0,0,0,0,0,0,2.4820,2000,9,0,0,0,1,0,0
C10116,192,0,15,2,2,0,0,0,0,0,0,2.4816,5709,4,0,0,0,3,0,0
C1449,192,0,7,1,1,0,0,0,0,0,0,0.9410,3182,2,0,0,0,3,0,0
C21459,192,0,27,2,5,0,0,0,0,0,0,2.0466,411,2,0,0,0,2,0,0
C19974,192,0,24,2,7,0,0,0,0,0,0,3.9569,1569,7,0,0,0,3,0,0
C4387,192,0,34,1,9,0,0,0,0,0,0,2.7808,5247,1,0,0,0,2,0,0
C5329,192,0,20,5,4,0,0,0,0,0.1000,0,1.5623,3505,6,0,0,0,1,0,0
C20939,192,0,32,3,4,0,0,0,0,0,0,2.1760,866,4,0,0,0,6,0,0
C8395,192,0,30,4,5,0,0,0,0,0,0,1.8552,4345,5,0,0,0,1,0,0
C11136,192,0,18,3,3,0,0,0,0,0,0,1.8032,2700,7,0,0,0,1,0,0
C1552,192,0,9,1,3,0,0,0,0,0,0,1.1240,2874,2,0,0,0,3,0,0
C7472,192,0,16,1,4,0,0,0,0,0,0,1.7292,2425,3,0,0,0,1,0,0
C3063,192,0,7,1,1,0,0,0,0,0,0,0.9349,4817,11,0,0,0,1,0,0
C2984,192,0,22,1,6,0,0,0,0,0,0,1.8177,2891,1,0,0,0,2,0,0
C5343,192,0,19,1,5,0,0,0,0,0,0,1.8126,2496,1,0,0,0,2,0,0
C2085,192,0,8,1,1,0,0,0,0,0,0,1.0383,2162,3,0,0,0,3,0,0
C5584,192,0,12,1,3,0,0,0,0,0,0,1.3158,3712,2,0,0,0,3,0,0
C21648,192,0,5,1,1,0,0,0,0,0,0,0.5354,365,3,0,0,0,2,0,0
C7487,192,0,7,1,1,0,0,0,0,0,0,0.9399,3224,4,0,0,0,3,0,0
C13134,192,0,9,1,2,0,0,0,0,0,0,1.0513,2474,4,0,0,0,3,0,0
C15937,192,0,11,2,1,0,0,0,0,0,0,1.4247,2906,8,0,0,0,1,0,0
C19250,192,0,20,2,5,0,0,0,0,0,0,1.8951,1464,4,0,0,0,1,0,0
C2922,192,0,5,3,1,0,0,0,0,0,0,1.7224,952,6,0,0,0,2,0,0
C5585,192,0,12,1,3,0,0,0,0,0,0,2.6583,3317,1,0,0,0,2,0,0
C7703,192,0,10,2,1,0,0,0,0,0,0,1.0743,4549,8,0,0,0,1,0,0
C2053,192,0,9,1,2,0,0,0,0,0,0,1.1855,2953,6,0,0,0,1,0,0
C17624,192,0,17,1,4,0,0,0,0,0,0,1.4724,1253,2,0,0,0,1,0,0
C12325,192,0,15,1,4,0,0,0,0,0,0,1.3027,10271,2,0,0,0,1,0,0
C20549,192,0,22,5,5,0,0,0,0,0,0,1.8466,1269,9,0,0,0,1,0,0
C2580,192,0,7,1,1,0,0,0,0,0,0,0.9356,2967,7,0,0,0,1,0,0
C2755,192,0,22,4,4,0,0,0,0,0,0,2.0407,3666,5,0,0,0,1,0,0
C17971,192,0,8,1,1,0,0,0,0,0,0,0.8914,3826,9,0,0,0,1,0,0
C5360,192,0,7,1,1,0,0,0,0,0,0,0.9390,2387,2,0,0,0,1,0,0
C13717,192,0,8,1,1,0,0,0,0,0,0,1.0365,3102,19,0,0,0,1,0,0
C6855,192,0,15,4,4,0,0,0,0,0,0,1.4348,4034,7,0,0,0,1,0,0
C11366,192,0,5,1,1,0,0,0,0,0,0,0.5529,3101,10,0,0,0,1,0,0
C14104,192,0,17,3,3,0,0,0,0,0,0,1.6761,2875,6,0,0,0,1,0,0
C5337,192,0,28,1,10,0,0,0,0,0,0,2.1654,6346,5,0,0,0,2,0,0
C5404,192,0,22,3,5,0,0,0,0,0,0,2.2232,3509,4,0,0,0,1,0,0
C11213,192,0,19,3,4,0,0,0,0,0,0,1.6590,2943,8,0,0,0,1,0,0
C19472,192,0,18,3,3,0,0,0,0,0,0,2.0238,1387,6,0,0,0,1,0,0
C20754,192,0,18,3,5,0,0,0,0,0,0,1.8053,886,5,0,0,0,2,0,0
C4955,192,0,8,2,1,0,0,0,0,0,0,1.0395,3283,5,0,0,0,1,0,0
C5374,192,0,15,1,4,0,0,0,0,0,0,1.6535,2562,2,0,0,0,1,0,0
C19646,192,0,14,1,5,0,0,0,0,0,0,1.5417,1051,2,0,0,0,3,0,0
C611,192,0,14,2,3,0,0,0,0,0,0,1.6754,2595,4,0,0,0,2,0,0
C3639,192,0,21,2,4,0,0,0,0,0,0,2.1406,3422,3,0,0,0,2,0,0
C5037,192,0,8,2,2,0,0,0,0,0,0,0.9019,2964,8,0,0,0,1,0,0
C5141,192,0,16,4,3,0,0,0,0,0,0,1.8510,3535,5,0,0,0,1,0,0
C5264,192,0,8,1,1,0,0,0,0,0,0,0.8963,2851,1,0,0,0,1,0,0
C5332,192,0,12,2,3,0,0,0,0,0,0,1.3988,3679,4,0,0,0,1,0,0
C4462,192,0,20,3,5,0,0,0,0,0,0,1.9570,3460,10,0,0,0,1,0,0
C6826,192,0,24,4,6,0,0,0,0,0,0,2.1894,4759,9,0,0,0,1,0,0
C3813,192,0,7,1,1,0,0,0,0,0,0,0.9177,2405,3,0,0,0,2,0,0
C439,192,0,5,1,1,0,0,0,0,0,0,0.5495,2183,2,0,0,0,3,0,0
C5458,192,0,32,1,9,0,0,0,0,0,0,2.5636,7302,81,0,0,0,2,0,0
C10150,192,0,27,2,5,0,0,0,0,0,0,1.9606,3937,5,0,0,0,4,0,0
C14256,192,0,19,2,4,0,0,0,0,0,0,1.8275,3187,4,0,0,0,1,0,0
C18787,192,0,15,2,5,0,0,0,0,0,0,1.6929,1078,4,0,0,0,1,0,0
C19299,192,0,39,4,5,0,0,0,0,0,0,1.8758,1551,8,0,0,0,1,0,0
C17605,192,0,18,1,4,0,0,0,0,0,0,2.0126,1904,1,0,0,0,2,0,0
C3386,192,0,34,1,10,0,0,0,0,0,0,2.8176,5052,5,0,0,0,2,0,0
C12812,192,0,24,2,6,0,0,0,0,0,0,2.1103,4069,4,0,0,0,4,0,0
C15174,192,0,17,1,4,0,0,0,0,0,0,1.5077,3749,5,0,0,0,3,0,0
C12818,192,0,18,4,5,0,0,0,0,0,0,1.7572,3394,7,0,0,0,1,0,0
C228,192,0,22,2,7,0,0,0,0,0,0,1.5869,4418,2,0,0,0,2,0,0
C12954,192,0,30,5,4,0,0,0,0,0,0,2.0456,4354,8,0,0,0,1,0,0
C5527,192,0,8,1,1,0,0,0,0,0,0,1.0455,3431,3,0,0,0,1,0,0
C5678,192,0,7,1,1,0,0,0,0,0,0,0.9206,3218,5,0,0,0,9812,0,0
C12147,192,0,14,2,2,0,0,0,0,0,0,1.5357,3527,7,0,0,0,1,0,0
C20345,192,0,21,4,6,0,0,0,0,0,0.0476,2.0412,1413,5,0,0,0,1,0,0
C4455,192,0,16,3,4,0,0,0,0,0,0,1.9007,2804,6,0,0,0,1,0,0
C5333,192,0,13,2,3,0,0,0,0,0,0,1.2242,2807,4,0,0,0,1,0,0
C5593,192,0,28,3,7,0,0,0,0,0,0,4.0847,4411,3,0,0,0,3,0,0
C5937,192,0,27,5,4,0,0,0,0,0,0,2.2216,4032,7,0,0,0,1,0,0
C855,192,0,26,2,6,0,0,0,0,0,0,2.0181,4257,3,0,0,0,3,0,0
C10563,192,0,8,1,1,0,0,0,0,0,0,1.0557,1451,9,0,0,0,1,0,0
C11283,192,0,31,4,5,0,0,0,0,0,0,2.3087,3978,6,0,0,0,1,0,0
C12107,192,0,15,2,3,0,0,0,0,0,0,2.8437,4823,4,0,0,0,3,0,0
C12419,192,0,20,5,5,0,0,0,0,0,0,1.5680,4937,8,0,0,0,1,0,0
C2963,192,0,13,1,4,0,0,0,0,0,0,1.4455,2517,8,0,0,0,2,0,0
C3359,192,0,17,4,4,0,0,0,0,0,0,1.7370,3314,9,0,0,0,1,0,0
C13958,192,0,16,4,3,0,0,0,0,0,0,1.5078,2556,7,0,0,0,1,0,0
C12983,192,0,39,3,8,0,0,0,0,0,0,5.2331,4843,4,0,0,0,1,0,0
C7337,192,0,7,1,1,0,0,0,0,0,0,0.8582,3128,8,0,0,0,1,0,0
C16567,192,0,16,4,5,0,0,0,0,0,0,1.8159,2536,7,0,0,0,1,0,0
C20159,192,0,7,1,1,0,0,0,0,0,0,0.9143,1459,7,0,0,0,1,0,0
C10197,192,0,22,2,6,0,0,0,0,0,0,3.8893,2554,4,0,0,0,3,0,0
C14876,192,0,18,3,3,0,0,0,0,0,0,1.8392,3386,10,0,0,0,1,0,0
C7873,192,0,22,2,6,0,0,0,0,0,0,1.8199,4672,5,0,0,0,4,0,0
C1834,192,0,28,2,5,0,0,0,0,0,0,2.2870,9009,4,0,0,0,4,0,0
C597,192,0,6,1,1,0,0,0,0,0,0,0.7763,2695,4,0,0,0,3,0,0
C11178,192,0,20,2,4,0,0,0,0,0,0,1.9064,3935,8,0,0,0,3,0,0
C4909,192,0,25,4,5,0,0,0,0,0,0,2.0569,4015,7,0,0,0,1,0,0
C5439,192,0,13,1,5,0,0,0,0,0,0,1.5104,3087,3,0,0,0,3,0,0
C5394,192,0,11,4,3,0,0,0,0,0,0,1.2787,3230,7,0,0,0,1,0,0
C13847,192,0,9,1,1,0,0,0,0,0,0,1.0003,4015,6,0,0,0,1,0,0
C1613,192,0,15,3,4,0,0,0,0,0,0,1.6956,2634,4,0,0,0,2,0,0
C5215,192,0,38,3,4,0,0,0,0,0.1842,0,2.2853,3493,3,0,0,0,1,0,0
C95,192,0,12,1,2,0,0,0,0,0,0,1.3590,2201,3,0,0,0,2,0,0
C3507,192,0,19,3,5,0,0,0,0,0,0,1.9748,2570,3,0,0,0,1,0,0
C3698,192,0,9,1,1,0,0,0,0,0,0,1.0849,2143,3,0,0,0,1,0,0
C3373,192,0,13,1,2,0,0,0,0,0,0,1.6124,2223,3,0,0,0,2,0,0
C5474,192,0,20,1,4,0,0,0,0,0,0,1.9173,2349,1,0,0,0,1,0,0
C12273,192,0,12,1,1,0,0,0,0,0,0,1.3004,2859,7,0,0,0,1,0,0
C5365,192,0,7,1,1,0,0,0,0,0,0,0.9293,2708,3,0,0,0,1,0,0
C5467,192,0,13,3,4,0,0,0,0,0,0,1.5762,2963,4,0,0,0,1,0,0
C6201,192,0,33,4,4,0,0,0,0,0,0,2.3053,4228,5,0,0,0,1,0,0
C17269,192,0,13,3,4,0,0,0,0,0,0,1.6851,2327,5,0,0,0,1,0,0
C1234,192,0,6,1,1,0,0,0,0,0,0,0.7770,2705,5,0,0,0,3,0,0
C6871,192,0,10,4,5,0,0,0,0,0,0,1.2005,3908,7,0,0,0,1,0,0
C14068,192,0,7,1,1,0,0,0,0,0,0,0.9592,3661,5,0,0,0,2,0,0
C19282,192,0,30,2,6,0,0,0,0,0,0,2.4137,1445,3,0,0,0,2,0,0
C20009,192,0,6,1,2,0,0,0,0,0,0,0.8028,1326,6,0,0,0,1,0,0
C20488,192,0,10,1,2,0,0,0,0,0,0,0.7769,984,2,0,0,0,2,0,0
C5258,192,0,17,3,3,0,0,0,0,0,0,1.8212,2867,4,0,0,0,1,0,0
C5604,192,0,30,1,8,0,0,0,0,0,0,2.1369,3101,1,0,0,0,2,0,0
C14110,192,0,34,2,6,0,0,0,0,0,0,2.3821,1423,4,0,0,0,1,0,0
C15348,192,0,8,1,1,0,0,0,0,0,0,0.9611,3680,6,0,0,0,1,0,0
C21460,192,0,30,4,4,0,0,0,0,0,0,2.3031,373,5,0,0,0,1,0,0
C2334,192,0,6,1,1,0,0,0,0,0,0,0.7763,3144,2,0,0,0,2,0,0
C5583,192,0,11,1,2,0,0,0,0,0,0,2.7652,2975,4,0,0,0,3,0,0
C16890,192,0,10,1,1,0,0,0,0,0,0,1.2589,2384,4,0,0,0,1,0,0
C21192,192,0,18,4,4,0,0,0,0,0,0,1.8248,597,6,0,0,0,1,0,0
C5463,192,0,6,1,1,0,0,0,0,0,0,0.7850,2320,2,0,0,0,1,0,0
C15489,192,0,16,2,3,0,0,0,0,0,0,1.8325,3579,4,0,0,0,1,0,0
C5385,192,0,10,1,2,0,0,0,0,0,0,1.1878,2046,4,0,0,0,1,0,0
C3755,192,0,9,1,2,0,0,0,0,0,0,1.0600,2395,3,0,0,0,2,0,0
C5436,192,0,28,1,9,0,0,0,0,0,0,2.2998,5054,1,0,0,0,2,0,0
C18224,192,0,12,1,1,0,0,0,0,0,0,2.5530,9,3,0,0,0,10,0,0
C13564,192,0,38,2,5,0,0,0,0,0,0,3.4371,2329,4,0,0,0,1,0,0
C18018,192,0,9,1,3,0,0,0,0,0,0,1.1072,2163,6,0,0,0,1,0,0
C19361,192,0,14,3,4,0,0,0,0,0,0,1.5596,1512,7,0,0,0,1,0,0
C2007,192,0,16,2,4,0,0,0,0,0,0,1.6059,3907,2,0,0,0,1,0,0
C2807,192,0,7,1,1,0,0,0,0,0,0,0.9257,2251,5,0,0,0,1,0,0
C6106,192,0,19,2,5,0,0,0,0,0,0,1.9558,3885,4,0,0,0,1,0,0
C8814,192,0,27,4,4,0,0,0,0,0,0,2.3177,4443,8,0,0,0,1,0,0
C14102,192,0,18,4,4,0,0,0,0,0,0,1.5656,4516,8,0,0,0,1,0,0
C14806,192,0,8,1,1,0,0,0,0,0,0,1.0781,7201,4,0,0,0,2,0,0
C16882,192,0,6,1,1,0,0,0,0,0,0,0.7670,2194,6,0,0,0,1,0,0
C221,192,0,17,1,5,0,0,0,0,0,0,1.7970,2579,1,0,0,0,2,0,0
C653,192,0,8,1,1,0,0,0,0,0,0,1.0736,2591,7,0,0,0,3,0,0
C9540,192,0,21,4,3,0,0,0,0,0,0,2.0701,2494,7,0,0,0,1,0,0
C10008,192,0,14,2,4,0,0,0,0,0,0,1.7076,3527,4,0,0,0,2,0,0
C1487,192,0,44,2,11,0,0,0,0,0,0,3.0283,7413,4,0,0,0,3,0,0
C16686,192,0,4,1,1,0,0,0,0,0,0,0.0318,4540,6,0,0,0,1,0,0
